459,601,17,20,25,normal
584,416,17,53,25,normal
601,251,6,53,25,normal
641,637,6,25,53,normal
116,642,6,53,23,normal
472,376,17,23,79,normal
451,819,6,25,23,normal
663,192,6,53,80,normal
812,679,17,23,80,normal
98,902,17,22,80,normal
89,498,89,80,443,normal
767,149,6,80,53,normal
167,320,17,68,80,normal
616,29,6,80,22,normal
46,581,17,20,22,normal
729,103,6,53,53,normal
90,188,6,22,443,normal
73,848,6,53,53,normal
318,250,6,25,53,normal
778,120,89,443,22,normal
132,374,17,79,23,normal
1,170,17,25,80,normal
366,921,17,20,23,normal
537,297,6,80,25,normal
399,976,6,80,53,normal
900,256,17,80,53,normal
516,83,17,20,20,normal
121,829,6,20,80,normal
404,384,17,25,68,normal
183,560,17,22,20,normal
92,453,6,25,20,normal
78,200,1,443,80,normal
849,450,17,23,68,normal
704,249,1,22,443,normal
292,258,17,23,25,normal
953,637,17,23,53,normal
111,718,17,23,22,normal
921,804,17,80,23,normal
814,395,1,22,25,normal
955,698,17,23,25,normal
332,761,6,53,80,normal
634,287,17,23,443,normal
74,418,6,22,53,normal
812,763,17,22,23,normal
264,9,1,79,80,normal
14,845,17,53,22,normal
926,788,6,80,23,normal
680,475,1,68,22,normal
937,220,6,443,80,normal
60,947,6,443,22,normal
467,600,6,79,80,normal
540,567,6,25,80,normal
25,995,6,23,20,normal
96,656,17,68,60,anomaly
377,285,17,53,25,normal
458,349,1,80,443,normal
709,687,6,443,20,normal
441,246,17,80,53,normal
896,387,6,80,443,normal
552,786,6,25,443,normal
529,217,17,80,53,normal
558,922,17,53,20,normal
208,802,6,443,443,normal
66,275,6,443,80,normal
748,285,17,53,53,normal
894,374,6,443,20,normal
339,78,17,22,68,normal
249,409,6,23,25,normal
326,254,6,25,80,normal
202,768,6,53,20,normal
769,289,17,25,25,normal
156,263,17,68,443,normal
259,800,17,68,25,normal
228,931,17,25,23,normal
86,691,6,25,80,normal
554,894,17,23,53,normal
374,24,17,53,53,normal
261,416,1,80,23,normal
848,478,1,25,68,normal
462,877,17,20,23,normal
954,392,17,79,53,normal
314,122,17,80,53,normal
740,167,6,23,20,normal
858,859,6,80,80,normal
58,602,6,25,79,normal
641,410,6,25,80,normal
571,69,17,53,53,normal
678,528,6,53,23,normal
925,706,1,20,79,normal
386,319,89,68,443,normal
778,377,17,53,23,normal
86,130,6,80,25,normal
431,293,6,53,80,normal
555,339,6,53,68,normal
2,257,6,53,53,normal
657,158,17,80,68,normal
511,105,6,22,443,normal
442,787,17,25,20,normal
181,499,6,23,68,normal
254,333,6,20,53,normal
239,113,6,23,53,normal
952,822,6,25,23,normal
872,567,1,80,53,normal
213,192,6,53,80,normal
442,476,17,443,53,normal
440,777,6,79,79,normal
741,309,17,23,25,normal
577,168,6,53,443,normal
502,357,6,53,80,normal
673,674,6,20,53,normal
614,285,17,443,443,normal
276,720,6,53,79,normal
986,503,6,80,68,normal
996,403,17,53,53,normal
90,255,6,53,23,normal
627,971,17,53,80,normal
486,433,17,22,53,normal
800,127,17,22,53,normal
91,604,17,53,53,normal
954,307,17,53,80,normal
20,498,6,53,25,normal
938,795,6,443,80,normal
521,563,17,53,53,normal
179,82,17,53,22,normal
494,656,17,20,75,anomaly
520,139,6,25,22,normal
553,269,6,68,53,normal
214,201,6,20,80,normal
60,233,6,443,23,normal
52,275,6,23,25,normal
675,775,6,22,80,normal
854,9,1,443,443,normal
660,331,6,23,80,normal
396,322,17,53,80,normal
860,700,17,80,23,normal
186,641,17,20,80,normal
341,665,17,20,25,normal
132,861,89,53,68,normal
485,910,6,443,22,normal
235,771,6,23,80,normal
772,550,6,20,53,normal
614,926,6,25,443,normal
503,774,6,23,80,normal
652,231,6,22,79,normal
84,830,6,53,80,normal
481,174,6,443,23,normal
898,650,6,80,25,normal
878,979,89,53,80,normal
425,551,6,53,22,normal
449,891,17,53,25,normal
73,606,6,25,80,normal
219,697,6,20,53,normal
389,900,1,20,20,normal
723,269,17,79,443,normal
809,951,17,23,68,normal
955,641,6,80,80,normal
223,801,17,443,79,normal
992,700,6,53,25,normal
828,967,17,20,23,normal
278,342,6,443,53,normal
866,800,17,23,80,normal
246,740,17,20,23,normal
237,867,6,53,80,normal
117,714,1,22,20,normal
901,524,17,68,20,normal
3,897,17,22,53,normal
641,719,6,22,23,normal
392,989,17,22,53,normal
235,894,6,80,80,normal
39,787,6,53,80,normal
999,690,17,53,25,normal
523,956,89,443,22,normal
651,706,6,23,20,normal
722,236,6,443,53,normal
234,611,17,53,80,normal
997,218,6,25,23,normal
650,591,6,22,20,normal
407,276,6,80,53,normal
71,122,6,23,23,normal
219,93,6,80,53,normal
398,807,17,25,53,normal
464,448,17,79,80,normal
383,685,17,22,25,normal
38,105,6,80,80,normal
6,451,17,23,79,normal
923,294,17,23,20,normal
450,950,1,68,53,normal
497,169,17,80,22,normal
856,236,6,80,80,normal
247,225,6,80,68,normal
244,96,17,443,80,normal
283,244,17,20,80,normal
279,675,17,25,80,normal
59,407,6,22,443,normal
552,439,1,25,20,normal
987,272,6,20,80,normal
351,937,6,80,53,normal
517,669,17,53,68,normal
621,177,17,80,20,normal
386,428,6,79,20,normal
540,467,6,53,53,normal
817,515,17,22,25,normal
626,720,17,80,53,normal
688,542,6,80,22,normal
73,347,6,22,20,normal
576,233,17,80,25,normal
528,392,6,25,80,normal
111,313,17,68,79,normal
527,816,6,80,80,normal
153,628,17,20,80,normal
222,269,6,80,22,normal
159,505,17,23,23,normal
312,655,17,80,22,normal
895,90,17,443,80,normal
709,315,6,53,20,normal
929,146,6,443,53,normal
833,360,17,79,53,normal
103,48,6,68,80,normal
274,474,6,22,68,normal
702,154,1,443,20,normal
352,996,89,22,80,normal
872,487,1,80,79,normal
956,502,17,53,25,normal
718,179,17,20,53,normal
692,666,6,53,80,normal
692,697,6,23,20,normal
945,785,6,53,79,normal
436,16,6,80,23,normal
224,833,6,22,20,normal
208,4,6,53,443,normal
777,60,1,22,53,normal
981,622,6,80,443,normal
742,909,1,80,80,normal
956,680,6,22,22,normal
882,977,17,53,20,normal
310,463,6,53,20,normal
258,828,17,443,53,normal
187,581,17,22,443,normal
70,8,17,22,443,normal
71,122,17,25,80,normal
753,10,6,20,53,normal
772,666,17,80,443,normal
979,735,17,20,20,normal
850,488,17,20,443,normal
191,475,17,25,443,normal
629,537,6,25,80,normal
445,155,6,25,22,normal
573,404,17,443,68,normal
739,117,1,79,68,normal
893,965,6,22,53,normal
334,281,17,23,80,normal
124,880,1,23,23,normal
765,287,89,68,20,normal
701,434,17,80,22,normal
152,21,89,80,80,normal
39,235,6,80,53,normal
736,238,6,80,20,normal
952,322,6,79,80,normal
293,478,17,53,80,normal
97,215,6,23,80,normal
401,942,6,25,25,normal
15,500,6,23,25,normal
202,939,6,23,25,normal
449,430,6,80,23,normal
157,582,17,25,68,normal
856,904,1,79,80,normal
972,60,17,80,68,normal
94,759,17,443,22,normal
890,598,17,80,80,normal
22,450,6,443,53,normal
935,937,17,68,20,normal
255,750,6,20,53,normal
510,911,1,79,443,normal
437,403,17,80,53,normal
305,96,17,22,25,normal
879,370,17,80,80,normal
469,852,17,25,80,normal
664,989,6,53,443,normal
989,184,6,25,80,normal
63,223,17,53,22,normal
928,952,17,80,22,normal
361,39,6,53,23,normal
337,473,17,25,25,normal
584,34,6,68,23,normal
575,299,1,80,53,normal
105,254,89,80,443,normal
195,467,17,80,80,normal
11,234,6,79,22,normal
960,471,6,20,25,normal
977,389,17,53,23,normal
127,381,6,23,25,normal
363,486,6,80,68,normal
893,683,6,80,80,normal
198,822,17,22,25,normal
260,765,6,23,53,normal
190,194,89,20,80,normal
433,432,17,443,80,normal
784,80,1,22,25,normal
530,519,1,53,53,normal
508,265,17,22,80,normal
949,191,89,79,20,normal
514,487,6,23,53,normal
179,493,17,53,53,normal
199,885,6,53,53,normal
396,338,6,443,80,normal
263,225,6,53,80,normal
901,17,6,22,23,normal
230,50,17,443,80,normal
235,936,17,25,80,normal
3,49,1,22,25,normal
495,651,6,22,53,normal
822,747,1,53,53,normal
639,60,6,53,80,normal
325,353,6,23,22,normal
877,547,89,68,23,normal
787,772,1,22,79,normal
4,358,17,53,25,normal
476,99,17,23,23,normal
902,775,17,22,80,normal
693,719,6,20,443,normal
10,782,6,23,443,normal
967,466,1,80,20,normal
883,161,6,443,80,normal
452,175,1,80,79,normal
703,19,17,443,20,normal
834,901,6,22,25,normal
348,598,6,25,53,normal
620,128,89,53,25,normal
558,241,6,80,20,normal
953,407,17,53,80,normal
496,262,6,22,80,normal
53,392,17,53,80,normal
812,796,6,20,25,normal
151,753,6,22,22,normal
941,446,89,20,53,normal
248,385,6,443,68,normal
693,106,17,80,25,normal
639,77,17,22,20,normal
881,523,6,53,53,normal
808,117,17,443,68,normal
473,633,17,25,22,normal
281,354,17,443,22,normal
547,804,6,25,25,normal
472,501,6,23,23,normal
282,666,17,22,68,normal
184,498,1,80,80,normal
808,738,1,53,443,normal
115,243,1,23,53,normal
372,752,6,443,53,normal
496,740,17,80,79,normal
789,850,6,25,80,anomaly
423,919,6,80,53,normal
467,727,6,25,53,normal
851,838,17,25,80,normal
926,146,89,53,80,normal
695,87,6,23,20,normal
385,495,17,53,80,normal
888,338,6,80,23,normal
929,865,89,68,25,normal
267,857,17,68,53,normal
48,22,6,20,80,normal
302,206,6,20,443,normal
702,315,6,23,23,normal
658,850,6,23,80,normal
937,180,1,25,443,normal
911,289,6,80,20,normal
624,315,6,80,23,normal
102,471,17,53,23,normal
546,916,17,80,25,normal
635,544,17,443,443,normal
116,364,1,79,443,normal
430,95,17,80,443,normal
670,839,6,53,79,normal
629,863,6,20,23,normal
452,852,17,68,20,normal
221,809,17,80,23,normal
328,717,6,80,443,normal
260,595,17,80,53,normal
639,242,6,80,23,normal
821,457,6,53,53,normal
636,931,89,20,80,normal
18,924,17,443,80,normal
180,131,17,443,80,normal
44,450,17,79,25,normal
866,342,6,23,53,normal
607,560,17,53,79,normal
757,901,89,443,23,normal
827,972,17,25,53,normal
352,725,6,443,25,normal
428,404,17,79,53,normal
50,919,17,23,80,normal
168,999,17,443,80,normal
77,365,17,53,53,normal
508,220,17,80,53,normal
157,932,17,53,443,normal
201,768,17,80,80,normal
195,818,6,25,80,normal
296,433,17,20,25,normal
69,81,6,20,68,normal
519,591,17,20,25,normal
920,399,17,80,22,normal
793,524,17,68,80,normal
799,566,17,79,443,normal
253,977,6,80,22,normal
464,540,6,53,443,normal
670,917,17,443,53,normal
866,184,89,53,80,normal
784,815,6,443,20,normal
969,533,6,22,22,normal
984,332,17,53,80,normal
249,242,6,25,80,normal
502,586,6,53,53,normal
418,435,17,20,22,normal
612,899,6,80,53,normal
185,62,6,20,53,normal
414,245,6,443,53,normal
702,811,6,80,80,normal
543,813,89,22,22,normal
976,231,89,68,23,normal
369,957,17,20,80,normal
979,498,17,25,443,normal
170,330,6,53,68,normal
780,494,6,25,25,normal
367,563,1,20,53,normal
454,197,6,53,53,normal
406,625,6,80,25,normal
348,635,6,80,53,normal
74,152,6,53,53,normal
241,185,6,53,53,normal
81,820,17,80,25,normal
767,345,6,23,20,normal
384,593,6,80,22,normal
164,560,6,443,20,normal
472,709,1,20,68,normal
490,540,17,80,53,normal
362,407,6,53,53,normal
956,923,6,22,443,normal
749,392,17,443,53,normal
573,348,1,80,23,normal
850,156,6,23,53,normal
519,303,6,79,53,normal
852,321,17,25,53,normal
173,487,17,68,23,normal
130,372,17,23,53,normal
803,546,6,22,68,normal
759,656,17,68,57,anomaly
364,250,17,68,23,normal
833,165,6,53,25,normal
597,362,17,23,20,normal
67,361,17,53,53,normal
396,528,17,53,53,normal
908,734,6,443,80,normal
52,185,17,53,25,normal
723,535,17,79,53,normal
651,516,6,25,80,normal
912,423,6,53,23,normal
350,16,1,443,25,normal
778,322,17,22,68,normal
248,949,6,80,80,normal
420,84,6,68,20,normal
643,532,17,53,80,normal
91,79,17,23,22,normal
460,206,6,53,80,normal
469,411,6,25,80,normal
260,548,6,23,80,normal
581,602,6,80,53,normal
992,706,6,80,25,normal
485,409,17,443,20,normal
94,108,6,25,22,normal
815,896,17,80,53,normal
71,158,17,80,25,normal
1808,372,17,80,22,anomaly
653,449,6,68,20,normal
237,387,17,53,20,normal
26,558,6,80,23,normal
45,183,6,25,53,normal
137,288,6,20,80,normal
504,987,17,53,53,normal
153,266,17,68,53,normal
828,581,6,22,80,normal
232,926,17,22,20,normal
691,379,6,80,80,normal
639,736,6,53,80,normal
842,271,6,20,22,normal
966,134,17,53,23,normal
817,969,6,443,80,normal
272,83,17,20,68,normal
987,172,1,22,22,normal
559,955,1,25,53,normal
101,86,6,53,80,normal
7,34,17,443,53,normal
616,54,6,443,53,normal
72,22,6,22,79,normal
559,873,6,443,80,normal
536,25,89,443,25,normal
672,359,6,80,23,normal
431,146,17,22,53,normal
230,380,17,443,80,normal
782,199,6,20,443,normal
315,127,17,25,80,normal
177,893,17,80,25,normal
745,66,6,20,79,normal
754,303,1,22,80,normal
888,537,17,53,68,normal
848,606,17,53,80,normal
642,604,6,25,80,normal
748,862,6,22,25,normal
830,2,6,25,53,normal
766,382,17,80,23,normal
491,599,17,22,22,normal
380,278,6,80,53,normal
265,931,17,22,22,normal
328,759,17,80,20,normal
897,670,6,53,53,normal
768,701,6,53,20,normal
169,354,6,53,23,normal
355,73,6,23,20,normal
506,132,1,68,53,normal
616,549,6,53,20,normal
458,119,6,80,22,normal
127,152,17,53,20,normal
903,961,89,20,80,normal
148,497,6,80,443,normal
591,414,1,80,22,normal
505,289,17,22,23,normal
447,437,17,80,80,normal
149,783,6,443,23,normal
922,909,17,53,80,normal
502,780,17,53,25,normal
533,892,6,53,22,normal
552,142,6,22,20,normal
101,890,17,20,23,normal
707,25,17,68,443,normal
697,751,17,23,80,normal
292,216,6,80,53,normal
417,447,17,20,80,normal
132,318,6,25,22,normal
140,170,17,25,23,normal
567,587,17,22,22,normal
602,618,17,22,20,normal
466,448,6,53,20,normal
893,515,6,23,79,normal
895,692,17,80,80,normal
585,216,17,25,80,normal
13,632,17,443,23,normal
515,105,6,22,53,normal
992,458,89,23,22,normal
858,106,17,22,79,normal
106,289,6,443,53,normal
965,80,89,25,25,normal
676,957,17,53,53,normal
314,62,6,68,53,normal
291,571,6,443,443,normal
866,394,89,80,20,normal
584,473,17,20,53,normal
541,858,17,53,80,normal
350,881,6,68,53,normal
932,639,6,79,53,normal
570,159,6,80,25,normal
877,16,17,25,22,normal
78,501,6,443,80,normal
934,963,6,20,25,normal
124,304,17,80,53,normal
107,37,6,443,25,normal
656,630,17,25,23,normal
120,316,17,53,53,normal
567,877,6,23,68,normal
118,277,17,22,23,normal
57,479,1,20,22,normal
241,455,6,80,80,normal
213,560,1,80,20,normal
488,317,17,68,80,normal
506,64,17,53,443,normal
674,253,6,68,20,normal
525,28,17,25,80,normal
890,95,17,23,80,normal
31,601,6,20,53,normal
205,455,17,68,25,normal
9,916,6,80,80,normal
541,100,17,53,25,normal
965,230,6,53,80,normal
319,187,17,25,53,normal
322,745,17,23,20,normal
3,748,17,443,23,normal
22,832,1,80,22,normal
88,19,17,80,80,normal
226,569,89,53,53,normal
356,463,1,53,53,normal
471,888,6,20,53,normal
330,734,17,443,80,normal
896,797,1,20,80,normal
802,128,89,79,53,normal
609,969,6,80,79,normal
838,992,6,53,53,normal
396,637,1,25,443,normal
628,58,17,20,68,normal
651,466,17,80,20,normal
931,194,6,53,22,normal
221,662,17,20,53,normal
432,218,17,80,25,normal
390,725,17,80,53,normal
918,385,89,25,53,normal
296,495,1,53,53,normal
269,682,6,443,80,normal
386,88,1,53,22,normal
759,804,17,443,20,normal
383,72,6,53,80,normal
514,465,89,443,22,normal
786,126,89,443,80,normal
734,305,17,443,68,normal
284,309,89,23,25,normal
164,931,1,20,22,normal
15,917,1,22,22,normal
136,869,6,20,443,normal
476,286,6,53,68,normal
362,339,17,80,23,normal
316,561,17,25,22,normal
468,747,1,443,53,normal
966,522,17,53,80,normal
106,988,1,80,53,normal
51,428,6,23,20,normal
903,687,6,25,68,normal
613,310,6,443,80,normal
131,326,6,80,53,normal
813,4,6,23,80,normal
520,589,17,20,53,normal
728,983,1,22,25,normal
289,352,17,53,68,normal
283,598,17,23,443,normal
706,217,17,25,443,normal
257,667,6,80,80,normal
385,431,6,443,25,normal
154,170,6,443,80,normal
126,583,6,25,80,normal
894,423,6,53,80,normal
363,167,6,22,20,normal
120,607,17,25,22,normal
474,703,1,25,68,normal
928,515,17,20,80,normal
266,855,6,79,53,normal
473,64,89,79,23,normal
964,270,17,80,80,normal
215,74,17,80,68,normal
335,768,89,20,80,normal
